Date,Blackquote,Caption,Like Count,Comment Count,Share Count
"Monday, May 8, 2023 at 9:30 PM",0,"𝐃𝐨𝐧'𝐭 𝐦𝐢𝐬𝐬 𝐭𝐡𝐞 𝐂𝐡𝐚𝐧𝐜𝐞!!
१ कप चियाको मूल्यमा लिनुहोस्, 
Unlimited भरपेट ईन्टरनेट को मज्जा!
सपरिवार भरपेट इन्टरनेटको मज्जा लिनुहोस्!
No any hidden cost!
#DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times",18,14 comments,1 share
"Friday, May 5, 2023 at 7:31 AM",0,"बुद्ध पूर्णिमाको हार्दिक शुभकामना।
 #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times #buddhajayanti",9,1 comment,0
"Monday, May 1, 2023 at 8:21 AM",0,"𝐂𝐨𝐧𝐧𝐞𝐜𝐭 𝐭𝐨 𝐭𝐡𝐞 𝐰𝐨𝐫𝐥𝐝 𝐨𝐟 𝐰𝐨𝐫𝐤 𝐰𝐢𝐭𝐡 𝐃𝐢𝐬𝐡𝐡𝐨𝐦𝐞 𝐅𝐢𝐛𝐞𝐫𝐧𝐞𝐭
𝐇𝐚𝐩𝐩𝐲 𝐋𝐚𝐛𝐨𝐮𝐫 𝐃𝐚𝐲 𝟐𝟎𝟐𝟑!!
 #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times  #1may #MayDay #labourday #Internationalworkersday",3,0,0
"Monday, April 24, 2023 at 8:02 AM",0,"𝐄𝐦𝐩𝐨𝐰𝐞𝐫𝐢𝐧𝐠 𝐏𝐞𝐨𝐩𝐥𝐞, 𝐂𝐨𝐧𝐧𝐞𝐜𝐭𝐢𝐧𝐠 𝐕𝐨𝐢𝐜𝐞𝐬
 #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times #loktantra #लोकतन्त्र #loktantranepal2080",6,0,0
"Saturday, April 22, 2023 at 7:26 AM",0,"𝐂𝐨𝐧𝐧𝐞𝐜𝐭𝐢𝐧𝐠 𝐋𝐨𝐯𝐞, 𝐔𝐧𝐢𝐭𝐲, 𝐚𝐧𝐝 𝐉𝐨𝐲. 𝐄𝐢𝐝 𝐌𝐮𝐛𝐚𝐫𝐚𝐤!!
#eid  #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times",7,0,0
"Thursday, April 20, 2023 at 11:05 AM",0,"Happy Mother's Day 2080
-𝐂𝐨𝐧𝐧𝐞𝐜𝐭𝐢𝐧𝐠 𝐡𝐞𝐚𝐫𝐭𝐬, 𝐂𝐡𝐞𝐫𝐢𝐬𝐡𝐢𝐧𝐠 𝐥𝐨𝐯𝐞
#motherday #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times",9,2 shares,0
"Friday, April 14, 2023 at 7:00 AM",0,"Happy New Year 2080! 
Wishing you a year full of blessing and filled with good health!!
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN #newyear2080",11,0,0
"Sunday, April 9, 2023 at 3:29 PM",0,"Why 𝐃𝐢𝐬𝐡𝐇𝐨𝐦𝐞 𝐅𝐢𝐛𝐞𝐫𝐧𝐞𝐭?
Switch to 𝐃𝐢𝐬𝐡𝐇𝐨𝐦𝐞, Switch to 𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬!
Enjoy the Fastest Internet Packages:
 50 Mbps-Rs. 6653/year 
 75 Mbps-Rs. 8632/year  
 100 Mbps-Rs. 9875/year  
 150 Mbps-Rs. 11740/year 
 200 Mbps-Rs.12361/year 
 250 Mbps-Rs. 12983/year 
Price Inclusive of VAT.
No Hidden Cost.
www.dishhomefibernetnepal.com
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#TimesDishHomeFibernet #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",32,8 comments,0
"Friday, March 31, 2023 at 12:44 PM",0,"Why 𝐃𝐢𝐬𝐡𝐇𝐨𝐦𝐞 𝐅𝐢𝐛𝐞𝐫𝐧𝐞𝐭?
Switch to 𝐃𝐢𝐬𝐡𝐇𝐨𝐦𝐞, Switch to 𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬!
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#TimesDishHomeFibernet #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",52,2 comments,0
"Saturday, March 25, 2023 at 9:00 AM",0,"Internet sakkina lagyo?
Enjoy the fastest internet packages with speeds of:
 100 Mbps - Rs. 687/m
 150 Mbps - Rs. 824/m
 200 Mbps - Rs. 870/m
 250 Mbps - Rs. 916/m
No FUP unlimited internet ko majja with Dish Home Fibernet
*Conditions apply.
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",644,20 comments,0
"Tuesday, March 21, 2023 at 6:57 AM",0,"DishHome Fibernet times wishes you a  Happy Ghode Jatra. Providing Internet at the blazing speeds. 
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",12,0,0
"Sunday, March 19, 2023 at 12:47 PM",0,"We love hearing feedback from our happy clients! Your satisfaction drives us at DishHome Times to provide the best service and fastest internet. 
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",13,0,0
"Thursday, March 16, 2023 at 9:20 PM",0,"With Dishhome Fibernet, you can always settle for better! Don’t miss this amazing offer and upgrade to Dish Home today.
Enjoy the fastest internet packages with speeds of:
 100 Mbps - Rs. 687/m
 150 Mbps - Rs. 824/m
 200 Mbps - Rs. 870/m
 250 Mbps - Rs. 916/m
*Conditions apply.
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN See less",941,7 comments,2 shares
"Saturday, March 11, 2023 at 8:36 AM",0,"उच्चतम वृद्धिले IPS को रूपमा छुनु हाम्रो लागि अत्यन्तै गौरवको कुरा हो। हाम्रो योगदानलाई मूल्यांकन गर्दै, हामी तपाईंलाई यो यात्रामा सहभागी हुनको लागि धन्यवाद दिन्छौं।
This recognition is a testament to the trust and confidence our customers have in us.
#No1IPS #DishHome #DishHomeFibernet #Times",18,0,0
"Wednesday, March 8, 2023 at 6:33 AM",0,"On this Women’s Day, we salute all the women who have made a difference in their communities and beyond. You are strong, beautiful and powerful. Our team wishes you all a Happy Women’s Day!
#WomensDay #DishHome #Fibernet #Times",9,0,0
"Monday, March 6, 2023 at 7:00 AM",0,"Holi is a time to spread joy and happiness with your loved ones. And what better way to do that than with DishHome Fibernet-Times? Get fast and reliable internet service at a great deal and share your colorful moments online!
#DishHomeFibernetTimes #happyholi #holifestival #colorful #celebration",8,0,0
"Friday, February 24, 2023 at 3:16 PM",0,"Supercharge your internet experience!
Enjoy the fastest internet packages with speeds of:
 100 Mbps - Rs. 687/m
 150 Mbps - Rs. 824/m
 200 Mbps - Rs. 870/m
 250 Mbps - Rs. 916/m
*Conditions apply.
For schemes and offers, call:
 Hotline number: 98018-365-24
 After-sales support: 98015-44-000
#Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",2.3K,28 comments,6 shares
"Friday, February 24, 2023 at 7:00 AM",0,"We're proud to celebrate the first anniversary of our Communication Division! 
We're grateful to our employees, Dish Media Network officials, and sub-dealers network for their unwavering support. And of course, we couldn't have made it this far without our loyal customers. 
Thank you for being a part of our journey! Here's to many more years of success together. 
#anniversarycelebration #grateful #loyalcustomers #exceptionalservices #timesbusiness",10,3 shares,0
"Tuesday, February 21, 2023 at 5:11 AM",0,"Happy Gyalpo Lhosar to all of our Dish Home Fibernet-Times family and friends! May this auspicious occasion bring joy, prosperity, and good fortune into your lives. Let's celebrate this special day with our loved ones and cherish the traditions and culture that make us unique. Dish Home Fibernet-Times wishes you a very happy and prosperous Gyalpo Lhosar! 
#GyalpoLhosar #DishHome #Celebration #Culture #Tradition #Times",6,0,0
"Saturday, February 18, 2023 at 7:00 AM",0,"Happy Maha Shivaratri to all our beloved customers! On this divine occasion, may Lord Shiva bless you and your family with happiness, good health, and prosperity.
Let us all come together to seek the blessings of Lord Shiva and embrace the spirit of this holy festival. Once again, we wish you a very happy and blessed Maha Shivaratri!
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#TimesDishHomeFibernet  #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",3,0,0
"Tuesday, February 14, 2023 at 6:41 AM",0,"This Valentine's Day, fall in love with seamless connectivity and high-speed internet with Dish Home Fiber Net. Whether you're streaming a romantic movie or video chatting with your long-distance love, our super-fast internet will keep you connected and help you stay close. Celebrate this day of love with reliable, high-speed internet from Dish Home Fiber Net. Happy Valentine's Day!
#TimesDishHomeFibernet  #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",8,0,0
"Sunday, February 12, 2023 at 5:49 PM",0,"𝐓𝐡𝐞 𝐟𝐚𝐬𝐭𝐞𝐬𝐭 𝐢𝐧𝐭𝐞𝐫𝐧𝐞𝐭 𝐚𝐭 𝐫𝐞𝐚𝐬𝐨𝐧𝐚𝐛𝐥𝐞 𝐩𝐫𝐢𝐜𝐞𝐬!
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#TimesDishHomeFibernet  #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",1.6K,1 share,0
"Monday, January 30, 2023 at 8:20 AM",0,"वीर शहीदहरु प्रति हार्दिक श्रद्धासुमन।
शहीद दिवस २०७९
#ShahidDiwas #DishHomeFibernet #Unlimited #Uninterrupted #TimesBusiness #Times",6,0,0
"Thursday, January 26, 2023 at 8:16 AM",0,"यहाँहरु सबैलाई सरस्वती पूजा २०७९ को हार्दिक मंगलमय शुभकामना।
    Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#SaraswatiPuja #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",11,1 comment,1 share
"Sunday, January 22, 2023 at 8:09 AM",0,"सोनाम ल्होसार २०७९ को हार्दिक शुभकामना!
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#SonamLhosar #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",13,3 comments,0
"Tuesday, January 17, 2023 at 12:18 PM","Heartfelt tribute.
  · See original
  · Rate this translation",0,10,0,0
"Sunday, January 15, 2023 at 8:00 AM",0,"माघे संक्रान्ति तथा माघी पर्व २०७९ को हार्दिक शुभकामना।
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#MagheSankranti #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",12,0,0
"Thursday, January 12, 2023 at 5:45 PM",0,"Congratulations on your recognition as Top 10 Business Leaders in South Asia-2022 by CEO Insights Asia.
#DishHomeFibernet #TimesBusiness #TCN",14,0,0
"Wednesday, January 11, 2023 at 8:00 AM",0,"पृथ्वी जयन्ती तथा राष्ट्रिय एकता दिवस २०७९
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#PrithviJayanti #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",17,8 comments,1 share
0,0,"Wishing you a Happy New Year 2023!
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever! 
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#NewYear2023 #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",8,8 comments,0
"Friday, December 30, 2022 at 8:09 AM",0,"तमु ल्होसार २०७९ को हार्दिक शुभकामना!
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever!   
Enjoy the Fastest Internet Packages:
 75 Mbps-Rs. 595/m 
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#TamuLhosar #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",9,0,0
"Sunday, December 25, 2022 at 8:07 AM",0,"Merry Christmas 2022!
75 Mbps @Rs.595/- per month
This Christmas & New Year, 
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever!   
Enjoy the Fastest Internet Packages:
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply
For Schemes and Offers:
: Hotline Number: 98018-365-24
: After Sales Support: 98015-44-000
#Christmas #Unlimited #Uninterrupted #DishHomeFibernet #Times #TCN",7,6 comments,1 share
"Thursday, December 22, 2022 at 11:56 AM",0,"FIBERNET FIESTA 2023!  
75 Mbps @Rs.595/- per month
This Christmas & New Year, 
Bring home DishHome Fibernet to experience 
The Best Internet Connection ever!   
Enjoy the Fastest Internet Packages:
 100 Mbps-Rs. 687/m 
 150 Mbps-Rs. 824/m 
 200 Mbps-Rs. 870/m 
 250 Mbps-Rs. 916/m 
*Conditions Apply",10,23 comments,1 share
