Date,Blackquote,Caption,Like Count,Comment Count,Share Count
"Sunday, July 9, 2023 at 9:54 AM",0,"Get incredible savings! Buy an Internet package directly from our website and enjoy the cashback offer. Get Rs. 1000 cashback for 1 year and Rs. 500 for 3 months when you pay via Khalti 
We guarantee your satisfaction with our new facilities: Speed and Service Guarantee natra paisa firta. Click here: https://bit.ly/3NMIFIK 
T&C apply!
#WorldLinkCommunications #ChitoBhanekaiWorldLink #GoDirect #WorldLink #chitobhanekaiworldlink #Khalti",2.1K,79,9
"Friday, July 7, 2023 at 8:28 PM",0,"Experience the Best Internet Plan hassle-free by purchasing directly from the WorldLink website. Enjoy a Flat Rs.1,000 on a 1-year subscription or Flat Rs.500 off on a 3-month subscription.
Go Direct Buy Now: https://worldlink.com.np/internet.../residential-broadband/",107,12,1
"Friday, July 7, 2023 at 12:47 PM",0,"Are you among the 30 Million people who have signed up on Threads? 
Follow us on Threads: https://www.threads.net/@wlinkcommunications
#threads #wlinkcommunications #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",66,12,1
"Thursday, July 6, 2023 at 7:44 PM",0,"Say goodbye to internet bills! Enjoy free internet with our Refer Offer. Watch our tutorial video and learn how to refer your friends and family through the myWorldLink app. Refer today and earn 30 days of FREE internet for both you and your referrals.Refer now: https://bit.ly/43fcDMl
#ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #ReferOffer""",915,11,1
"Wednesday, July 5, 2023 at 8:00 PM",0,"Did you know? Every single day, a staggering 1 billion hours of video content is consumed on YouTube.
Check out our YouTube channel: https://www.youtube.com/@WorldLinkCommunications
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",73,7,0
"Wednesday, July 5, 2023 at 3:55 PM",0,"The Metropolitan Police (EAST DIVISION) of the Kathmandu Metropolitan City (KMC) is being actively educated by WorldLink on how to utilize the Internet effectively in their daily lives and at work. We are dedicated to providing the Kathmandu East Metropolitan police with the aid they need to carry out their duty of maintaining law and order and a safe online environment.
काठमाडौं महानगरपालिका (केएमसी) को महानगरीय प्रहरी (पूर्व डिभिजन) लाई वल्र्डलिंकले आफ्नो दैनिक जीवन र कार्यस्थलमा इन्टरनेटको प्रभावकारी उपयोग कसरी गर्ने भन्ने बारे सक्रियताका साथ तालिम दिइरहेको छ । हामी काठमाडौं पूर्व महानगरीय प्रहरीलाई शान्ति सुरक्षा र सुरक्षित अनलाइन वातावरण कायम गर्ने आफ्नो कर्तव्य पूरा गर्न आवश्यक पर्ने सहयोग प्रदान गर्न समर्पित छौं।
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #KMC",180,4,2
"Tuesday, July 4, 2023 at 5:49 PM",0,"""Speed and Service Guarantee: Our Commitment to Exceptional Performance and Customer Satisfaction!"". Available for 200Mbps, 250Mbps and 300Mbps. 
Learn More: https://bit.ly/3r5jUzG
#ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",264,48,4
"Monday, July 3, 2023 at 4:54 PM",0,"By embracing our social responsibility, WorldLink Internet Academy (WIA) enables the Project Tackling Digital Harassment, dedicated to educating and empowering students at Shree Sakal Bhawan Kanya Higher Secondary School, Janakpur-11. Our initiative focuses on raising awareness about online risks and promoting safe online behaviors, contributing to a secure digital environment in Janakpur.
हाम्रो सामाजिक उत्तरदायित्वलाई अंगाल्दै, WorldLink इन्टरनेट एकेडेमी (WIA) ले श्री सकल भवन कन्या उच्च माध्यमिक विद्यालय, जनकपुर-११ मा विद्यार्थीहरूलाई शिक्षित र सशक्तिकरण गर्न समर्पित प्रोजेक्ट ट्याकलिङ डिजिटल ह्यासमेन्टलाई सक्षम बनाउँछ। हाम्रो पहल जनकपुरमा सुरक्षित डिजिटल वातावरणमा योगदान गर्दै, अनलाइन जोखिमहरू बारे सचेतना जगाउने र सुरक्षित अनलाइन व्यवहारलाई बढावा दिनमा केन्द्रित छ |
#WIA #DigitalHarassment #WorldLink #worldlinkinternetacademy #students #Janakpur",173,6,1
"Monday, July 3, 2023 at 7:00 AM",0,"Happy Guru Purnima! On this auspicious day, we honor and express gratitude to the gurus who connect our paths with wisdom and knowledge.
#happyteacherdays #GuruPurnima #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",161,6,5
"Sunday, July 2, 2023 at 7:06 AM",0,"Here's a fascinating fact for you! Gain insightful knowledge and broaden your horizons with our intriguing facts. 
#FactCheck #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",90,8,1
0,0,0,0,WorldLink Communications · Original audio,0
"Friday, June 30, 2023 at 4:32 PM",0,"Digital Safety Starts with Education: WIA Tackling Digital Harassment Project raises awareness about online risks and safety behaviours among students of Shree Pokhariya Secondary School, Biratnagar. 
डिजिटल सुरक्षा शिक्षाबाट सुरु हुन्छ: वर्ल्डलिङ्कको WIA ट्याकलिङ डिजिटल ह्यासमेन्ट प्रोजेक्टले विराटनगरको श्री पोखरिया माध्यमिक विद्यालयका विद्यार्थीहरूलाई अनलाइन दुर्व्यवहारको बारेमा सचेतना गराउदै !!
#WIA #DigitalHarassment #WorldLink #worldlinkinternetacademy #Biratnagar",125,1,0
"Friday, June 30, 2023 at 10:53 AM",0,"राष्ट्रिय रोपाई दिवस र दही चिउरा खाने दिनको शुभकामना
#ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #dahichiuradayashar15",225,9,13
"Thursday, June 29, 2023 at 5:31 PM",0,"Experience our Speed and Service Guarantee: नत्र Paisa Firta Service: Money Back Guarantee. We take pride in offering our valued customers top-notch high-speed internet services that prioritize your satisfaction. 
Learn More:",86,24,0
"Thursday, June 29, 2023 at 10:38 AM",0,"Wishing you a joyous and blessed Eid Al-Adha! May this auspicious occasion bring happiness, prosperity, and new connections.
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #EidAlAdha",180,9,1
0,0,0,0,0,0
"Tuesday, June 27, 2023 at 7:09 PM",0,"Despite not making it to the ICC World Cup Qualifier in 2023, we are immensely proud of our cricket team's efforts and the passion they displayed on the field. 
 Nepal will take on cricket giants like India and Pakistan in the Asia Cup 2023, starting on August 31.
#asiacup2023 #cricket #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",7.8K,106,35
"Monday, June 26, 2023 at 6:23 PM",0,"WorldLink continues to lead the way in delivering top-notch internet service in Nepal. Can anyone match our unwavering commitment? Elevate your online experience with WorldLink today.
Buy today: https://worldlink.com.np/internet.../residential-broadband/
#guarenteemoneyback #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",136,46,5
"Sunday, June 25, 2023 at 7:00 PM",0,"Now buy internet package directly from WorldLink website with confidence, because we give you money back guarantee. 
Buy now: https://worldlink.com.np/internet.../residential-broadband/ 
#ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #guarenteemoneyback",95,6,2
"Friday, June 23, 2023 at 8:30 PM",0,"Nepal vs Netherlands: A Crucial Clash for Super Six! Will Nepal secure their spot with a victory? Stay tuned as the battle unfolds!
Catch the live action on the NETTV app: https://bit.ly/3XbwQjS
#iccworldcup2023 #cricket #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",1K,385,7
0,0,0,0,WorldLink Communications · Original audio,0
"Friday, June 23, 2023 at 8:00 AM",0,"Presenting our ""Speed and Service Guarantee: नत्र Paisa Firta Service: Money Back Guarantee."" We are delighted to offer our valued customers high-speed internet services that prioritize our customer satisfaction. With our guaranteed service, your internet experience is not only seamless but also backed by our commitment to exceptional service.
Read More: https://bit.ly/3r5jUzG
#paisafirta #MoneyBackGuarantee #SpeedandService #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",445,195,24
"Thursday, June 22, 2023 at 12:04 PM",0,"Get ready to witness a historic moment in Nepal's ISP industry! What is WorldLink guaranteeing with complete certainty? Stay tuned for the exciting announcement and get ready to be amazed.
#guarantee #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",494,132,8
"Wednesday, June 21, 2023 at 7:30 PM",0,"Join us on the exciting journey to the World Cup as Nepal gears up to face West Indies tomorrow!
Who do you think will be the game changer from Nepal?
Share your answers and stand a chance to get amazing prizes.
Catch the live action on the NETTV app: https://bit.ly/3XbwQjS
#iccworldcup2023 #cricket #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",342,106,11
"Wednesday, June 21, 2023 at 3:58 PM",0,"FACT CHECK!!
Did you know that Kushal Malla is the youngest male cricketer to score an international half-century?
#factcheck #ICCWorldCup #NepalCricket #Cricket #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications",721,9,2
"Tuesday, June 20, 2023 at 8:06 PM",0,"Victory vibes all around!!! Congratulations, Team Nepal, on a remarkable win against the USA in the ICC Cricket World Cup Qualifier. Your incredible victory fills our hearts with pride. Best wishes for the upcoming match against the West Indies on June 22.
#NepalCricket #WorldCupQualifier #ChitoBhanekaiWorldLink #WorldLink #iccworldcup2023",138,4,3
"Tuesday, June 20, 2023 at 7:39 PM",0,"Bhim Sharki lights up the field with a stellar half-century.Keep the runs flowing and lead Nepal to victory!
#NepalCricket #WorldCupQualifier #HalfCenturyHero #worldlink",174,4,0
"Monday, June 19, 2023 at 7:39 PM",0,"On the Road to the World Cup: Nepal takes on the USA tomorrow in a Qualifiers Showdown!
Who will take the highest wicket from Nepal?
Comment on your answers and win exciting gifts. 
Watch live on the NETTV app: https://bit.ly/3XbwQjS
#ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #iccworldcup2023",356,154,20
"Monday, June 19, 2023 at 11:58 AM",0,"What do you consider as the strongest aspect of Nepal's Cricket Team? Share your thoughts!
Let's celebrate the strengths of Team Nepal and show our support as they conquer the tournament! 
#NepalCricket #CricketWorldCupQualifier #iccworldcup2023  #votenow #WorldLink",56,40,2
"Saturday, June 17, 2023 at 5:00 PM",0," Comment and Get Gifts! 
As the ICC Men's Cricket World Cup qualifiers kick off with an exhilarating match between Zimbabwe and Nepal.
Who do you think will score the highest run from Nepal? 
Comment down your answers. 
Watch live on NETTV app: https://bit.ly/3XbwQjS
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #iccworldcup2023",289,162,13
"Friday, June 16, 2023 at 3:38 PM",0,"WorldLink + Khalti = The Perfect Duo for connectivity and seamless payment on this Biggest Payment Jatra. Use Khalti for your WorldLink internet payment on this Biggest Payment Jatra and get a chance to win the iPhone 14. 
Learn more: https://bit.ly/3WD8Y8m
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #BiggestPaymentJatra",151,20,2
"Thursday, June 15, 2023 at 3:10 PM",0,"Best wishes for Nepal's cricket team in the ICC World Cup Qualifiers as they take on the cricket giants starting June 18. Watch all 34 exclusive matches on the NETTV app with your WorldLink username.
Download the NETTV App: https://bit.ly/3XbwQjS 
 #ChitoBhanekaiWorldLink #WorldLink #WorldLinkCommunications #ICCCricket",2.1K,84,23
0,0,0,0,WorldLink Communications · Original audio,0
"Wednesday, June 14, 2023 at 12:31 PM",0,"Supporting the NPNOG for the future empowers Nepal's network. We believe in promoting cooperation, innovation, and information exchange as technology pioneers. Register at https://register.npnog.org.np/ to take part in a significant event addressing network security and optical network infrastructure. Nepal Network Operators Group - NPNOG
#WorldLinkCommunication #innovation #community #network",186,12,5
